REGION,SETTLEMENTDATE,TOTALDEMAND,PRICECATEGORY
VIC1,25/02/2021 23:30,4580.31,LOW
VIC1,26/02/2021 0:00,4560.63,LOW
VIC1,26/02/2021 0:30,4245.05,LOW
VIC1,26/02/2021 1:00,4220.14,LOW
VIC1,26/02/2021 1:30,4193.91,LOW
VIC1,26/02/2021 2:00,4021.21,LOW
VIC1,26/02/2021 2:30,3958.61,LOW
VIC1,26/02/2021 3:00,3884.81,LOW
VIC1,26/02/2021 3:30,3966.06,LOW
VIC1,26/02/2021 4:00,4024.11,LOW
VIC1,26/02/2021 4:30,4087.41,LOW
VIC1,26/02/2021 5:00,4222.39,LOW
VIC1,26/02/2021 5:30,4525.21,LOW
VIC1,26/02/2021 6:00,4872,LOW
VIC1,26/02/2021 6:30,5258.6,MEDIUM
VIC1,26/02/2021 7:00,5401.33,LOW
VIC1,26/02/2021 7:30,5284.72,LOW
VIC1,26/02/2021 8:00,5150.29,LOW
VIC1,26/02/2021 8:30,5092.33,LOW
VIC1,26/02/2021 9:00,4937.29,LOW
VIC1,26/02/2021 9:30,4754.69,LOW
VIC1,26/02/2021 10:00,4618.37,LOW
VIC1,26/02/2021 10:30,4532.62,LOW
VIC1,26/02/2021 11:00,4486.77,LOW
VIC1,26/02/2021 11:30,4398.06,LOW
VIC1,26/02/2021 12:00,4301.33,LOW
VIC1,26/02/2021 12:30,4117.18,LOW
VIC1,26/02/2021 13:00,3997.52,LOW
VIC1,26/02/2021 13:30,3899.09,LOW
VIC1,26/02/2021 14:00,3840.96,LOW
VIC1,26/02/2021 14:30,3807.34,LOW
VIC1,26/02/2021 15:00,3820.74,LOW
VIC1,26/02/2021 15:30,3923.23,LOW
VIC1,26/02/2021 16:00,4088.52,LOW
VIC1,26/02/2021 16:30,4284.3,LOW
VIC1,26/02/2021 17:00,4539.05,LOW
VIC1,26/02/2021 17:30,4757.08,LOW
VIC1,26/02/2021 18:00,4909.78,LOW
VIC1,26/02/2021 18:30,5043.6,LOW
VIC1,26/02/2021 19:00,5046.68,LOW
VIC1,26/02/2021 19:30,5113.54,LOW
VIC1,26/02/2021 20:00,5125.04,LOW
VIC1,26/02/2021 20:30,4989.02,LOW
VIC1,26/02/2021 21:00,4831.84,LOW
VIC1,26/02/2021 21:30,4682.97,LOW
VIC1,26/02/2021 22:00,4515.39,LOW
VIC1,26/02/2021 22:30,4394.23,LOW
VIC1,26/02/2021 23:00,4332.43,LOW
VIC1,26/02/2021 23:30,4556.53,LOW
VIC1,27/02/2021 0:00,4494.61,LOW
VIC1,27/02/2021 0:30,4300.84,LOW
VIC1,27/02/2021 1:00,4206.86,LOW
VIC1,27/02/2021 1:30,4059.26,LOW
VIC1,27/02/2021 2:00,3954.62,LOW
VIC1,27/02/2021 2:30,3919.26,LOW
VIC1,27/02/2021 3:00,3884.01,LOW
VIC1,27/02/2021 3:30,3903.2,LOW
VIC1,27/02/2021 4:00,3884.62,LOW
VIC1,27/02/2021 4:30,3976.71,LOW
VIC1,27/02/2021 5:00,4076.09,LOW
VIC1,27/02/2021 5:30,4210.64,LOW
VIC1,27/02/2021 6:00,4306.29,LOW
VIC1,27/02/2021 6:30,4465.59,LOW
VIC1,27/02/2021 7:00,4568.16,LOW
VIC1,27/02/2021 7:30,4576.71,LOW
VIC1,27/02/2021 8:00,4605.49,LOW
VIC1,27/02/2021 8:30,4561.65,LOW
VIC1,27/02/2021 9:00,4551.88,LOW
VIC1,27/02/2021 9:30,4475.3,LOW
VIC1,27/02/2021 10:00,4363.13,LOW
VIC1,27/02/2021 10:30,4322.53,LOW
VIC1,27/02/2021 11:00,4202.01,LOW
VIC1,27/02/2021 11:30,4180.6,LOW
VIC1,27/02/2021 12:00,4158.74,LOW
VIC1,27/02/2021 12:30,4163.16,LOW
VIC1,27/02/2021 13:00,4063.5,LOW
VIC1,27/02/2021 13:30,3956.46,LOW
VIC1,27/02/2021 14:00,3852.92,LOW
VIC1,27/02/2021 14:30,3857.15,LOW
VIC1,27/02/2021 15:00,3940.78,LOW
VIC1,27/02/2021 15:30,4038.32,LOW
VIC1,27/02/2021 16:00,4151.98,LOW
VIC1,27/02/2021 16:30,4324.83,LOW
VIC1,27/02/2021 17:00,4440.84,LOW
VIC1,27/02/2021 17:30,4503.17,LOW
VIC1,27/02/2021 18:00,4647.93,LOW
VIC1,27/02/2021 18:30,4715.82,LOW
VIC1,27/02/2021 19:00,4782.45,MEDIUM
VIC1,27/02/2021 19:30,4812.78,LOW
VIC1,27/02/2021 20:00,4836.05,LOW
VIC1,27/02/2021 20:30,4736.73,LOW
VIC1,27/02/2021 21:00,4596.41,LOW
VIC1,27/02/2021 21:30,4515.25,LOW
VIC1,27/02/2021 22:00,4415.26,LOW
VIC1,27/02/2021 22:30,4376.01,LOW
VIC1,27/02/2021 23:00,4321.4,LOW
VIC1,27/02/2021 23:30,4577.32,LOW
VIC1,28/02/2021 0:00,4561.41,LOW
VIC1,28/02/2021 0:30,4402.25,LOW
VIC1,28/02/2021 1:00,4278.43,LOW
VIC1,28/02/2021 1:30,4139.58,LOW
VIC1,28/02/2021 2:00,4002.5,LOW
VIC1,28/02/2021 2:30,3906.31,LOW
VIC1,28/02/2021 3:00,3868.79,LOW
VIC1,28/02/2021 3:30,3821.88,LOW
VIC1,28/02/2021 4:00,3806.41,LOW
VIC1,28/02/2021 4:30,3808.81,LOW
VIC1,28/02/2021 5:00,3830.15,LOW
VIC1,28/02/2021 5:30,3985.63,LOW
VIC1,28/02/2021 6:00,4068.63,LOW
VIC1,28/02/2021 6:30,4129.91,LOW
VIC1,28/02/2021 7:00,4185.74,LOW
VIC1,28/02/2021 7:30,4096.59,LOW
VIC1,28/02/2021 8:00,3989.15,LOW
VIC1,28/02/2021 8:30,3864.87,LOW
VIC1,28/02/2021 9:00,3685.11,LOW
VIC1,28/02/2021 9:30,3617.18,LOW
VIC1,28/02/2021 10:00,3419.34,LOW
VIC1,28/02/2021 10:30,3311.34,LOW
VIC1,28/02/2021 11:00,3218.26,LOW
VIC1,28/02/2021 11:30,3175.73,LOW
VIC1,28/02/2021 12:00,3160.14,LOW
VIC1,28/02/2021 12:30,3112.73,LOW
VIC1,28/02/2021 13:00,3155.05,LOW
VIC1,28/02/2021 13:30,3231.49,LOW
VIC1,28/02/2021 14:00,3350.86,LOW
VIC1,28/02/2021 14:30,3481.79,LOW
VIC1,28/02/2021 15:00,3709.52,LOW
VIC1,28/02/2021 15:30,3735.53,LOW
VIC1,28/02/2021 16:00,4089.87,LOW
VIC1,28/02/2021 16:30,4373.55,LOW
VIC1,28/02/2021 17:00,4771.46,LOW
VIC1,28/02/2021 17:30,5029.29,LOW
VIC1,28/02/2021 18:00,5157.02,LOW
VIC1,28/02/2021 18:30,5197.76,LOW
VIC1,28/02/2021 19:00,5083.02,LOW
VIC1,28/02/2021 19:30,5087.37,LOW
VIC1,28/02/2021 20:00,4990.65,LOW
VIC1,28/02/2021 20:30,4792.01,LOW
VIC1,28/02/2021 21:00,4633.36,LOW
VIC1,28/02/2021 21:30,4516.92,LOW
VIC1,28/02/2021 22:00,4332.51,LOW
VIC1,28/02/2021 22:30,4272.33,LOW
VIC1,28/02/2021 23:00,4213.54,LOW
VIC1,28/02/2021 23:30,4450.41,LOW
VIC1,1/03/2021 0:00,4416.76,LOW
VIC1,1/03/2021 0:30,4240.99,LOW
VIC1,1/03/2021 1:00,4139.93,LOW
VIC1,1/03/2021 1:30,4031.73,LOW
VIC1,1/03/2021 2:00,3937.58,LOW
VIC1,1/03/2021 2:30,3852.73,LOW
VIC1,1/03/2021 3:00,3775.89,LOW
VIC1,1/03/2021 3:30,3806.58,LOW
VIC1,1/03/2021 4:00,3868.24,LOW
VIC1,1/03/2021 4:30,3970.12,LOW
VIC1,1/03/2021 5:00,4180.09,LOW
VIC1,1/03/2021 5:30,4462.35,LOW
VIC1,1/03/2021 6:00,4764.17,LOW
VIC1,1/03/2021 6:30,5013.82,LOW
VIC1,1/03/2021 7:00,5225.37,LOW
VIC1,1/03/2021 7:30,5020.18,LOW
VIC1,1/03/2021 8:00,4995.54,LOW
VIC1,1/03/2021 8:30,4855.25,LOW
VIC1,1/03/2021 9:00,4723.67,LOW
VIC1,1/03/2021 9:30,4634.5,LOW
VIC1,1/03/2021 10:00,4539.46,LOW
VIC1,1/03/2021 10:30,4400.94,LOW
VIC1,1/03/2021 11:00,4411.69,LOW
VIC1,1/03/2021 11:30,4366.04,LOW
VIC1,1/03/2021 12:00,4280.31,LOW
VIC1,1/03/2021 12:30,4242.42,LOW
VIC1,1/03/2021 13:00,4134.61,LOW
VIC1,1/03/2021 13:30,4075.27,LOW
VIC1,1/03/2021 14:00,4106.73,LOW
VIC1,1/03/2021 14:30,4042.05,LOW
VIC1,1/03/2021 15:00,4160.48,LOW
VIC1,1/03/2021 15:30,4253.16,LOW
VIC1,1/03/2021 16:00,4434.72,LOW
VIC1,1/03/2021 16:30,4534.57,LOW
VIC1,1/03/2021 17:00,4808.25,LOW
VIC1,1/03/2021 17:30,4961.47,LOW
VIC1,1/03/2021 18:00,5007.54,LOW
VIC1,1/03/2021 18:30,5068.59,LOW
VIC1,1/03/2021 19:00,5138.33,LOW
VIC1,1/03/2021 19:30,5085.52,LOW
VIC1,1/03/2021 20:00,5091.79,LOW
VIC1,1/03/2021 20:30,4982.94,LOW
VIC1,1/03/2021 21:00,4812.46,LOW
VIC1,1/03/2021 21:30,4604.13,LOW
VIC1,1/03/2021 22:00,4447.47,LOW
VIC1,1/03/2021 22:30,4400.58,LOW
VIC1,1/03/2021 23:00,4360.14,LOW
VIC1,1/03/2021 23:30,4517.14,LOW
VIC1,2/03/2021 0:00,4521.92,LOW
VIC1,2/03/2021 0:30,4309.8,LOW
VIC1,2/03/2021 1:00,4202.59,LOW
VIC1,2/03/2021 1:30,4093.27,LOW
VIC1,2/03/2021 2:00,3939.81,LOW
VIC1,2/03/2021 2:30,3818.87,LOW
VIC1,2/03/2021 3:00,3763.54,LOW
VIC1,2/03/2021 3:30,3746.35,LOW
VIC1,2/03/2021 4:00,3806.71,LOW
VIC1,2/03/2021 4:30,3960.44,LOW
VIC1,2/03/2021 5:00,4132.45,LOW
VIC1,2/03/2021 5:30,4451.22,LOW
VIC1,2/03/2021 6:00,4845.97,LOW
VIC1,2/03/2021 6:30,5239.15,LOW
VIC1,2/03/2021 7:00,5459.22,LOW
VIC1,2/03/2021 7:30,5368.81,LOW
VIC1,2/03/2021 8:00,5275.96,LOW
VIC1,2/03/2021 8:30,5185.98,LOW
VIC1,2/03/2021 9:00,5024.44,LOW
VIC1,2/03/2021 9:30,4885.67,LOW
VIC1,2/03/2021 10:00,4820.99,LOW
VIC1,2/03/2021 10:30,4736.28,LOW
VIC1,2/03/2021 11:00,4754.31,LOW
VIC1,2/03/2021 11:30,4604.54,LOW
VIC1,2/03/2021 12:00,4531.49,LOW
VIC1,2/03/2021 12:30,4457.82,LOW
VIC1,2/03/2021 13:00,4323.53,LOW
VIC1,2/03/2021 13:30,4279.2,LOW
VIC1,2/03/2021 14:00,4280.74,LOW
VIC1,2/03/2021 14:30,4235.57,LOW
VIC1,2/03/2021 15:00,4296.84,LOW
VIC1,2/03/2021 15:30,4358.94,LOW
VIC1,2/03/2021 16:00,4592.04,LOW
VIC1,2/03/2021 16:30,4712.98,LOW
VIC1,2/03/2021 17:00,4987.98,LOW
VIC1,2/03/2021 17:30,5030.37,LOW
VIC1,2/03/2021 18:00,5187.04,LOW
VIC1,2/03/2021 18:30,5227.93,LOW
VIC1,2/03/2021 19:00,5306.82,LOW
VIC1,2/03/2021 19:30,5313.6,LOW
VIC1,2/03/2021 20:00,5300.78,LOW
VIC1,2/03/2021 20:30,5129.93,LOW
VIC1,2/03/2021 21:00,4938.06,LOW
VIC1,2/03/2021 21:30,4770.01,LOW
VIC1,2/03/2021 22:00,4599.53,LOW
VIC1,2/03/2021 22:30,4436.83,LOW
VIC1,2/03/2021 23:00,4412.31,LOW
VIC1,2/03/2021 23:30,4608.39,LOW
VIC1,3/03/2021 0:00,4557.46,LOW
VIC1,3/03/2021 0:30,4410.19,LOW
VIC1,3/03/2021 1:00,4291.23,LOW
VIC1,3/03/2021 1:30,4206.84,LOW
VIC1,3/03/2021 2:00,4061.86,LOW
VIC1,3/03/2021 2:30,3979.08,LOW
VIC1,3/03/2021 3:00,3937.21,LOW
VIC1,3/03/2021 3:30,3925.52,LOW
VIC1,3/03/2021 4:00,3928.42,LOW
VIC1,3/03/2021 4:30,4060.23,LOW
VIC1,3/03/2021 5:00,4262.85,LOW
VIC1,3/03/2021 5:30,4566.02,LOW
VIC1,3/03/2021 6:00,4900.96,LOW
VIC1,3/03/2021 6:30,5280.17,LOW
VIC1,3/03/2021 7:00,5526.41,MEDIUM
VIC1,3/03/2021 7:30,5392.08,LOW
VIC1,3/03/2021 8:00,5296.72,LOW
VIC1,3/03/2021 8:30,5147.8,LOW
VIC1,3/03/2021 9:00,5004.17,LOW
VIC1,3/03/2021 9:30,4941.27,LOW
VIC1,3/03/2021 10:00,4845.13,LOW
VIC1,3/03/2021 10:30,4801.65,LOW
VIC1,3/03/2021 11:00,4827.31,LOW
VIC1,3/03/2021 11:30,4736.51,LOW
VIC1,3/03/2021 12:00,4599.4,LOW
VIC1,3/03/2021 12:30,4563.07,LOW
VIC1,3/03/2021 13:00,4589.33,LOW
VIC1,3/03/2021 13:30,4512.16,LOW
VIC1,3/03/2021 14:00,4441.54,LOW
VIC1,3/03/2021 14:30,4411.62,LOW
VIC1,3/03/2021 15:00,4476.58,LOW
VIC1,3/03/2021 15:30,4555.66,LOW
VIC1,3/03/2021 16:00,4550.61,LOW
VIC1,3/03/2021 16:30,4732.09,LOW
VIC1,3/03/2021 17:00,4887.81,LOW
VIC1,3/03/2021 17:30,4963.22,LOW
VIC1,3/03/2021 18:00,5086.44,LOW
VIC1,3/03/2021 18:30,5148.78,LOW
VIC1,3/03/2021 19:00,5251.52,LOW
VIC1,3/03/2021 19:30,5292.27,LOW
VIC1,3/03/2021 20:00,5312.5,LOW
VIC1,3/03/2021 20:30,5125.7,LOW
VIC1,3/03/2021 21:00,4985.08,LOW
VIC1,3/03/2021 21:30,4815.9,LOW
VIC1,3/03/2021 22:00,4638.44,LOW
VIC1,3/03/2021 22:30,4561.43,LOW
VIC1,3/03/2021 23:00,4467.94,LOW
VIC1,3/03/2021 23:30,4638.66,LOW
VIC1,4/03/2021 0:00,4613.49,LOW
VIC1,4/03/2021 0:30,4451.69,LOW
VIC1,4/03/2021 1:00,4363.64,LOW
VIC1,4/03/2021 1:30,4262.44,LOW
VIC1,4/03/2021 2:00,4055.83,LOW
VIC1,4/03/2021 2:30,3985.3,LOW
VIC1,4/03/2021 3:00,3916.93,LOW
VIC1,4/03/2021 3:30,3922.79,LOW
VIC1,4/03/2021 4:00,3944.6,LOW
VIC1,4/03/2021 4:30,4068.89,LOW
VIC1,4/03/2021 5:00,4233.07,LOW
VIC1,4/03/2021 5:30,4551.38,LOW
VIC1,4/03/2021 6:00,4906.72,LOW
VIC1,4/03/2021 6:30,5312.78,LOW
VIC1,4/03/2021 7:00,5528.66,LOW
VIC1,4/03/2021 7:30,5380.03,LOW
VIC1,4/03/2021 8:00,5306.01,LOW
VIC1,4/03/2021 8:30,5240.04,LOW
VIC1,4/03/2021 9:00,5157.86,LOW
VIC1,4/03/2021 9:30,5014.51,LOW
VIC1,4/03/2021 10:00,4912.79,LOW
VIC1,4/03/2021 10:30,4852.01,LOW
VIC1,4/03/2021 11:00,4687.66,LOW
VIC1,4/03/2021 11:30,4607.17,LOW
VIC1,4/03/2021 12:00,4596.39,LOW
VIC1,4/03/2021 12:30,4511.61,LOW
VIC1,4/03/2021 13:00,4475.83,LOW
VIC1,4/03/2021 13:30,4322.84,LOW
VIC1,4/03/2021 14:00,4394.1,LOW
VIC1,4/03/2021 14:30,4446.47,LOW
VIC1,4/03/2021 15:00,4543.5,LOW
VIC1,4/03/2021 15:30,4606.24,LOW
VIC1,4/03/2021 16:00,4707.59,LOW
VIC1,4/03/2021 16:30,4805.43,LOW
VIC1,4/03/2021 17:00,4940.93,LOW
VIC1,4/03/2021 17:30,5070.42,LOW
VIC1,4/03/2021 18:00,5135.65,LOW
VIC1,4/03/2021 18:30,5165.87,LOW
VIC1,4/03/2021 19:00,5282.49,LOW
VIC1,4/03/2021 19:30,5282.95,LOW
VIC1,4/03/2021 20:00,5248.46,LOW
VIC1,4/03/2021 20:30,5066.73,LOW
VIC1,4/03/2021 21:00,4869.75,LOW
VIC1,4/03/2021 21:30,4644.97,LOW
VIC1,4/03/2021 22:00,4509.39,LOW
VIC1,4/03/2021 22:30,4415.02,LOW
VIC1,4/03/2021 23:00,4377.31,LOW
VIC1,4/03/2021 23:30,4613.14,LOW
VIC1,5/03/2021 0:00,4559.75,LOW
VIC1,5/03/2021 0:30,4351.19,LOW
VIC1,5/03/2021 1:00,4194.13,LOW
VIC1,5/03/2021 1:30,4049.51,LOW
VIC1,5/03/2021 2:00,3910.85,LOW
VIC1,5/03/2021 2:30,3899.06,LOW
VIC1,5/03/2021 3:00,3849.88,LOW
VIC1,5/03/2021 3:30,3863.33,LOW
VIC1,5/03/2021 4:00,3914.75,LOW
VIC1,5/03/2021 4:30,4017.95,LOW
VIC1,5/03/2021 5:00,4165.64,LOW
VIC1,5/03/2021 5:30,4506.54,LOW
VIC1,5/03/2021 6:00,4813.63,LOW
VIC1,5/03/2021 6:30,5120.38,LOW
VIC1,5/03/2021 7:00,5319.54,LOW
VIC1,5/03/2021 7:30,5290.21,LOW
VIC1,5/03/2021 8:00,5271.16,LOW
VIC1,5/03/2021 8:30,5174.18,LOW
VIC1,5/03/2021 9:00,5016.11,LOW
VIC1,5/03/2021 9:30,4927.34,LOW
VIC1,5/03/2021 10:00,4768.03,LOW
VIC1,5/03/2021 10:30,4710.97,LOW
VIC1,5/03/2021 11:00,4666.05,LOW
VIC1,5/03/2021 11:30,4535.36,LOW
VIC1,5/03/2021 12:00,4405.41,LOW
VIC1,5/03/2021 12:30,4324.78,LOW
VIC1,5/03/2021 13:00,4276.21,LOW
VIC1,5/03/2021 13:30,4206.38,LOW
VIC1,5/03/2021 14:00,4121.36,LOW
VIC1,5/03/2021 14:30,4085.78,LOW
VIC1,5/03/2021 15:00,4052.83,LOW
VIC1,5/03/2021 15:30,4169.09,LOW
VIC1,5/03/2021 16:00,4347.02,LOW
VIC1,5/03/2021 16:30,4531.55,LOW
VIC1,5/03/2021 17:00,4759.49,LOW
VIC1,5/03/2021 17:30,4883.18,LOW
VIC1,5/03/2021 18:00,4981.51,LOW
VIC1,5/03/2021 18:30,5074.06,LOW
VIC1,5/03/2021 19:00,5089.07,LOW
VIC1,5/03/2021 19:30,5083.81,LOW
VIC1,5/03/2021 20:00,5061.75,LOW
VIC1,5/03/2021 20:30,4894.82,LOW
VIC1,5/03/2021 21:00,4712.36,LOW
VIC1,5/03/2021 21:30,4560.77,LOW
VIC1,5/03/2021 22:00,4403.65,LOW
VIC1,5/03/2021 22:30,4337.24,LOW
VIC1,5/03/2021 23:00,4255.26,LOW
VIC1,5/03/2021 23:30,4515.78,LOW
VIC1,6/03/2021 0:00,4494.99,LOW
VIC1,6/03/2021 0:30,4298.64,LOW
VIC1,6/03/2021 1:00,4160.81,LOW
VIC1,6/03/2021 1:30,4066.51,LOW
VIC1,6/03/2021 2:00,3870.49,LOW
VIC1,6/03/2021 2:30,3795.64,LOW
VIC1,6/03/2021 3:00,3728.69,LOW
VIC1,6/03/2021 3:30,3661.11,LOW
VIC1,6/03/2021 4:00,3696.07,LOW
VIC1,6/03/2021 4:30,3753.73,LOW
VIC1,6/03/2021 5:00,3805.3,LOW
VIC1,6/03/2021 5:30,3973.33,LOW
VIC1,6/03/2021 6:00,4097.27,LOW
VIC1,6/03/2021 6:30,4232.61,LOW
VIC1,6/03/2021 7:00,4377.36,LOW
VIC1,6/03/2021 7:30,4298.24,LOW
VIC1,6/03/2021 8:00,4216.75,LOW
VIC1,6/03/2021 8:30,4074.55,LOW
VIC1,6/03/2021 9:00,3880.52,LOW
VIC1,6/03/2021 9:30,3659.12,LOW
VIC1,6/03/2021 10:00,3422.85,LOW
VIC1,6/03/2021 10:30,3234.49,LOW
VIC1,6/03/2021 11:00,3192.66,LOW
VIC1,6/03/2021 11:30,3138.21,LOW
VIC1,6/03/2021 12:00,3059.97,LOW
VIC1,6/03/2021 12:30,2982.9,LOW
VIC1,6/03/2021 13:00,2929.63,LOW
VIC1,6/03/2021 13:30,2913.99,LOW
VIC1,6/03/2021 14:00,2947.1,LOW
VIC1,6/03/2021 14:30,3017.58,LOW
VIC1,6/03/2021 15:00,3096.93,LOW
VIC1,6/03/2021 15:30,3251.61,LOW
VIC1,6/03/2021 16:00,3489.78,LOW
VIC1,6/03/2021 16:30,3753.77,LOW
VIC1,6/03/2021 17:00,4140.81,LOW
VIC1,6/03/2021 17:30,4362.71,LOW
VIC1,6/03/2021 18:00,4640.41,LOW
VIC1,6/03/2021 18:30,4769.5,LOW
VIC1,6/03/2021 19:00,4839.75,LOW
VIC1,6/03/2021 19:30,4836.05,LOW
VIC1,6/03/2021 20:00,4772.12,LOW
VIC1,6/03/2021 20:30,4673.35,LOW
VIC1,6/03/2021 21:00,4526.62,LOW
VIC1,6/03/2021 21:30,4450.79,LOW
VIC1,6/03/2021 22:00,4392.98,LOW
VIC1,6/03/2021 22:30,4334.19,LOW
VIC1,6/03/2021 23:00,4319.12,LOW
VIC1,6/03/2021 23:30,4568.88,LOW
VIC1,7/03/2021 0:00,4504.23,LOW
VIC1,7/03/2021 0:30,4385.73,LOW
VIC1,7/03/2021 1:00,4279,LOW
VIC1,7/03/2021 1:30,4155.73,LOW
VIC1,7/03/2021 2:00,4017.08,LOW
VIC1,7/03/2021 2:30,3930.17,LOW
VIC1,7/03/2021 3:00,3852.47,LOW
VIC1,7/03/2021 3:30,3832.33,LOW
VIC1,7/03/2021 4:00,3817.81,LOW
VIC1,7/03/2021 4:30,3866.78,LOW
VIC1,7/03/2021 5:00,3888.7,LOW
VIC1,7/03/2021 5:30,3974.81,LOW
VIC1,7/03/2021 6:00,4043.18,LOW
VIC1,7/03/2021 6:30,4108.15,LOW
VIC1,7/03/2021 7:00,4148.18,LOW
VIC1,7/03/2021 7:30,4017.65,LOW
VIC1,7/03/2021 8:00,3987.25,LOW
VIC1,7/03/2021 8:30,3929.97,LOW
VIC1,7/03/2021 9:00,3823.1,LOW
VIC1,7/03/2021 9:30,3696.16,LOW
VIC1,7/03/2021 10:00,3521.38,LOW
VIC1,7/03/2021 10:30,3372.49,LOW
VIC1,7/03/2021 11:00,3319.72,LOW
VIC1,7/03/2021 11:30,3268.25,LOW
VIC1,7/03/2021 12:00,3338.75,LOW
VIC1,7/03/2021 12:30,3480.36,LOW
VIC1,7/03/2021 13:00,3417.82,LOW
VIC1,7/03/2021 13:30,3413.88,LOW
VIC1,7/03/2021 14:00,3498.75,LOW
VIC1,7/03/2021 14:30,3710.89,LOW
VIC1,7/03/2021 15:00,3955.05,LOW
VIC1,7/03/2021 15:30,4135.99,LOW
VIC1,7/03/2021 16:00,4350.46,LOW
VIC1,7/03/2021 16:30,4596.41,LOW
VIC1,7/03/2021 17:00,4806.63,LOW
VIC1,7/03/2021 17:30,4956.4,LOW
VIC1,7/03/2021 18:00,4998.96,MEDIUM
VIC1,7/03/2021 18:30,5040.5,LOW
VIC1,7/03/2021 19:00,5034.01,LOW
VIC1,7/03/2021 19:30,5044.14,LOW
VIC1,7/03/2021 20:00,4938.7,LOW
VIC1,7/03/2021 20:30,4811.38,LOW
VIC1,7/03/2021 21:00,4678.51,LOW
VIC1,7/03/2021 21:30,4544.53,LOW
VIC1,7/03/2021 22:00,4436.42,LOW
VIC1,7/03/2021 22:30,4361.71,LOW
VIC1,7/03/2021 23:00,4328.59,LOW
VIC1,7/03/2021 23:30,4556.69,LOW
VIC1,8/03/2021 0:00,4533.94,LOW
VIC1,8/03/2021 0:30,4374.24,LOW
VIC1,8/03/2021 1:00,4254.98,LOW
VIC1,8/03/2021 1:30,4155.82,LOW
VIC1,8/03/2021 2:00,4026.21,LOW
VIC1,8/03/2021 2:30,3927.9,LOW
VIC1,8/03/2021 3:00,3886.34,LOW
VIC1,8/03/2021 3:30,3860.32,LOW
VIC1,8/03/2021 4:00,3879.34,LOW
VIC1,8/03/2021 4:30,3949.21,LOW
VIC1,8/03/2021 5:00,3990.23,LOW
VIC1,8/03/2021 5:30,4094.56,LOW
VIC1,8/03/2021 6:00,4200.73,LOW
VIC1,8/03/2021 6:30,4307.09,LOW
VIC1,8/03/2021 7:00,4340.55,LOW
VIC1,8/03/2021 7:30,4309.52,LOW
VIC1,8/03/2021 8:00,4395.85,LOW
VIC1,8/03/2021 8:30,4467.36,LOW
VIC1,8/03/2021 9:00,4466.59,LOW
VIC1,8/03/2021 9:30,4511.19,LOW
VIC1,8/03/2021 10:00,4435.56,LOW
VIC1,8/03/2021 10:30,4355.4,LOW
VIC1,8/03/2021 11:00,4304.13,LOW
VIC1,8/03/2021 11:30,4345.44,LOW
VIC1,8/03/2021 12:00,4425.27,LOW
VIC1,8/03/2021 12:30,4386.7,LOW
VIC1,8/03/2021 13:00,4338.18,LOW
VIC1,8/03/2021 13:30,4466.63,LOW
VIC1,8/03/2021 14:00,4589.8,LOW
VIC1,8/03/2021 14:30,4641.09,LOW
VIC1,8/03/2021 15:00,4712.29,LOW
VIC1,8/03/2021 15:30,4790.81,LOW
VIC1,8/03/2021 16:00,4959.25,LOW
VIC1,8/03/2021 16:30,5065.09,LOW
VIC1,8/03/2021 17:00,5242.33,LOW
VIC1,8/03/2021 17:30,5266.54,LOW
VIC1,8/03/2021 18:00,5203.57,LOW
VIC1,8/03/2021 18:30,5125.9,LOW
VIC1,8/03/2021 19:00,5045.49,MEDIUM
VIC1,8/03/2021 19:30,5029.3,LOW
VIC1,8/03/2021 20:00,4927.61,LOW
VIC1,8/03/2021 20:30,4785.23,LOW
VIC1,8/03/2021 21:00,4591.48,LOW
VIC1,8/03/2021 21:30,4469.53,LOW
VIC1,8/03/2021 22:00,4333.54,LOW
VIC1,8/03/2021 22:30,4255.92,LOW
VIC1,8/03/2021 23:00,4231.04,LOW
VIC1,8/03/2021 23:30,4478.83,LOW
VIC1,9/03/2021 0:00,4474.47,LOW
VIC1,9/03/2021 0:30,4319.71,LOW
VIC1,9/03/2021 1:00,4223.03,LOW
VIC1,9/03/2021 1:30,4103.1,LOW
VIC1,9/03/2021 2:00,3930.79,LOW
VIC1,9/03/2021 2:30,3860.1,LOW
VIC1,9/03/2021 3:00,3797.44,LOW
VIC1,9/03/2021 3:30,3799.7,LOW
VIC1,9/03/2021 4:00,3881.74,LOW
VIC1,9/03/2021 4:30,4026.77,LOW
VIC1,9/03/2021 5:00,4207.36,LOW
VIC1,9/03/2021 5:30,4494.84,LOW
VIC1,9/03/2021 6:00,4874.26,LOW
VIC1,9/03/2021 6:30,5296.63,LOW
VIC1,9/03/2021 7:00,5527.62,MEDIUM
VIC1,9/03/2021 7:30,5418.64,LOW
VIC1,9/03/2021 8:00,5254.17,LOW
VIC1,9/03/2021 8:30,5163.27,LOW
VIC1,9/03/2021 9:00,5005.82,LOW
VIC1,9/03/2021 9:30,4813.07,LOW
VIC1,9/03/2021 10:00,4742.63,LOW
VIC1,9/03/2021 10:30,4725.57,LOW
VIC1,9/03/2021 11:00,4660.55,LOW
VIC1,9/03/2021 11:30,4670.92,LOW
VIC1,9/03/2021 12:00,4592.79,LOW
VIC1,9/03/2021 12:30,4521.43,LOW
VIC1,9/03/2021 13:00,4491.88,LOW
VIC1,9/03/2021 13:30,4369.4,LOW
VIC1,9/03/2021 14:00,4260.97,LOW
